@relation KC1-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R4

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1,3,0,2,12,16.58,9.17,1393.33,0.05,38,0.11,152,27,6,15,N
10,9,0,5,28,33.91,19.88,13396.54,0.22,125,0.05,674.04,72,24,40,Y
18,17,0,9,52,57.39,30.43,53155.21,0.58,284,0.03,1746.53,172,46,75,Y
0,3,0,2,8,6.82,12.83,1123.8,0.03,23,0.08,87.57,16,3,10,Y
0,1,0,1,1,8,1,8,0,4,1,8,2,2,2,N
5,9,0,4,15,27.18,25,16984.95,0.23,123,0.04,679.4,81,21,22,Y
0,7,0,3,15,15.15,8.25,1031.42,0.04,32,0.12,125.02,21,6,17,Y
0,1,0,1,2,5.33,1.5,12,0,4,0.67,8,3,1,5,N
0,1,0,1,2,7.86,2.5,49.13,0.01,7,0.4,19.65,5,2,4,N
0,1,0,1,5,16,0.5,4,0,4,2,8,1,3,8,N
1,1,0,1,18,25.75,3.33,286.12,0.03,21,0.3,85.84,5,12,30,Y
6,21,0,11,38,36.31,26.92,26321.9,0.33,177,0.04,977.67,107,26,48,Y
1,7,0,1,22,23.68,11.42,3090.09,0.09,59,0.09,270.51,32,13,28,N
0,3,0,2,13,51.49,5.41,1507.89,0.09,60,0.18,278.63,37,17,15,N
7,5,0,3,25,33.08,12.19,4914.15,0.13,83,0.08,403.21,53,16,45,Y
0,1,0,1,0,0,0,0,0,4,0,6.34,0,3,1,N
0,1,0,1,6,14.69,4.67,319.82,0.02,18,0.21,68.53,11,6,11,N
3,7,0,4,41,47.63,11.74,6563.25,0.19,109,0.09,559.09,64,23,49,N
0,1,0,1,5,26.64,2.5,166.52,0.02,18,0.4,66.61,10,8,10,Y
0,1,0,1,7,31.02,0.5,7.75,0.01,6,2,15.51,1,5,11,N
1,5,0,3,9,19.93,2.5,124.57,0.02,15,0.4,49.83,10,5,12,Y
9,3,0,2,17,22.36,11,2705.67,0.08,56,0.09,245.97,36,10,34,N
0,1,0,1,0,13.93,1,13.93,0,6,1,13.93,3,3,4,N
0,3,0,1,0,10.44,3.5,127.89,0.01,11,0.29,36.54,8,3,2,N
0,1,0,1,5,23.25,3,209.28,0.02,21,0.33,69.76,15,5,7,N
2,1,0,1,5,20.84,3.94,323.05,0.03,21,0.25,82.04,12,8,12,N
0,3,0,2,13,20.46,8.8,1584.75,0.06,41,0.11,180.09,25,10,15,N
0,5,0,3,14,12.82,9.75,1218.95,0.04,32,0.1,125.02,19,6,16,N
1,5,0,3,21,22.65,10.67,2576.83,0.08,55,0.09,241.58,39,9,24,N
0,1,0,1,3,14.4,2.5,90,0.01,12,0.4,36,9,3,5,N
0,7,0,4,19,36.6,8.29,2512.57,0.1,68,0.12,303.24,39,14,24,N
4,1,0,1,5,16.84,2.67,119.78,0.01,16,0.38,44.92,12,3,14,N
2,1,0,1,7,21.07,5.63,666.77,0.04,29,0.18,118.54,19,8,14,Y
3,11,0,5,22,37.35,18.67,13013.89,0.23,131,0.05,697.17,75,24,27,Y
1,3,0,2,13,19.03,5.25,524.54,0.03,27,0.19,99.91,18,6,17,N
1,3,0,1,9,18.26,10.05,1842.32,0.06,40,0.1,183.4,23,11,13,N
8,19,0,10,47,46.95,13,7935,0.2,119,0.08,610.38,80,21,57,N
25,31,0,14,123,90.59,27.24,67213.15,0.82,385,0.04,2467.62,229,63,176,Y
0,3,0,2,4,15.2,5,380,0.03,19,0.2,76,13,6,6,N
1,1,0,1,4,13.84,3,124.54,0.01,12,0.33,41.51,7,5,7,N
0,3,0,2,5,6.64,5.25,183.06,0.01,11,0.19,34.87,8,2,7,Y
0,1,0,1,6,14.69,4.67,319.82,0.02,18,0.21,68.53,11,6,10,N
1,7,0,4,52,58.78,18.5,20116.66,0.36,198,0.05,1087.39,124,30,57,Y
10,35,0,14,80,54.04,24.75,33105.44,0.45,237,0.04,1337.59,149,32,95,N
1,3,0,2,9,13.4,8.36,936,0.04,28,0.12,112,15,7,12,N
2,13,0,6,32,26.84,13.43,4843.41,0.12,75,0.07,360.55,44,15,36,Y
6,21,0,11,49,43.32,16.23,11407.1,0.23,133,0.06,702.96,91,22,59,N
0,1,0,1,2,7.24,2.5,45.24,0.01,7,0.4,18.09,6,1,4,N
2,1,0,1,6,14.27,4.67,310.84,0.02,18,0.21,66.61,10,6,12,Y
9,11,0,6,25,36.26,22.31,18050.6,0.27,151,0.04,808.99,88,24,36,N
0,1,0,1,3,13.29,3,119.59,0.01,12,0.33,39.86,8,4,6,Y
0,3,0,2,17,24.6,6.5,1039.42,0.05,37,0.15,159.91,24,10,19,N
1,3,0,2,9,13.18,5.25,363.24,0.02,20,0.19,69.19,14,4,16,N
1,3,0,2,57,166.37,5.47,4976.76,0.3,156,0.18,909.93,89,49,60,N
10,29,0,15,72,53.35,25.26,34029.33,0.45,230,0.04,1347.34,141,37,84,Y
2,7,0,4,17,19.61,14.3,4010.59,0.09,62,0.07,280.46,40,10,21,N
6,5,0,3,17,25.92,9.43,2304.56,0.08,52,0.11,244.42,30,14,26,N
3,9,0,3,27,34.19,10.94,4092.71,0.12,77,0.09,374.06,46,17,34,N
0,1,0,1,1,0,0,0,0,1,0,0,0,1,3,N
3,10,0,4,44,73.68,12.57,11648.46,0.31,165,0.08,926.43,108,34,50,N
5,11,0,5,41,40.21,20,16084.69,0.27,144,0.05,804.23,88,28,50,Y
5,15,0,8,37,51.81,14.86,11436.73,0.26,141,0.07,769.78,89,28,46,Y
1,3,0,2,6,9.9,3.33,110,0.01,11,0.3,33,7,3,9,N
1,3,0,2,6,14.78,12.19,2194.79,0.06,41,0.08,180.09,26,8,9,Y
4,5,0,3,35,50.53,11.27,6423.73,0.19,115,0.09,569.73,74,20,43,Y
0,1,0,1,3,16.73,3,150.57,0.02,14,0.33,50.19,8,6,7,N
0,6,0,4,35,132.09,7.78,7990.75,0.34,186,0.13,1027.38,130,36,37,N
0,1,0,1,6,15.22,3.75,213.97,0.02,18,0.27,57.06,12,4,12,N
0,1,0,1,3,7.49,3.75,105.28,0.01,10,0.27,28.07,7,2,5,Y
10,23,1,10,53,54.22,23.42,29746.87,0.42,215,0.04,1269.98,128,39,72,Y
0,1,0,1,14,66.16,5.64,2101.93,0.12,76,0.18,372.92,45,22,24,N
3,15,0,7,40,32.95,14.67,7088.53,0.16,95,0.07,483.31,62,18,49,N
1,1,0,1,4,26.05,3,234.41,0.03,20,0.33,78.14,11,9,9,N
1,3,0,2,10,17.59,6.87,831.38,0.04,29,0.15,120.93,18,8,13,N
3,3,0,1,8,9.55,9,773.56,0.03,22,0.11,85.95,13,5,19,N
1,1,0,1,8,13.32,3.5,163.12,0.02,13,0.29,46.6,8,5,13,N
4,13,0,7,44,44.46,21.67,20870.83,0.32,181,0.05,963.27,116,24,53,N
0,1,0,1,5,12.8,4.2,225.85,0.02,15,0.24,53.77,9,5,7,N
1,5,0,3,12,15.47,7.5,870,0.04,29,0.13,116,20,6,17,N
2,1,0,1,7,22.4,5,560,0.04,28,0.2,112,18,8,15,N
0,1,0,1,0,12.68,2.5,79.25,0.01,10,0.4,31.7,6,4,2,N
0,1,0,1,8,24.81,3.94,384.58,0.03,25,0.25,97.67,16,8,11,N
1,3,0,2,9,17.66,6.86,830.49,0.04,31,0.15,121.11,19,7,14,N
1,1,0,1,6,23.54,4.81,545.26,0.04,29,0.21,113.3,18,8,11,N
0,1,0,1,7,91.38,1,91.38,0.03,24,1,91.38,12,12,14,N
0,1,0,1,3,9.51,0.5,2.38,0,3,2,4.75,1,2,5,N
0,1,0,1,2,12.85,3.5,157.4,0.01,13,0.29,44.97,9,4,6,N
0,1,0,1,3,4,0.5,1,0,2,2,2,1,1,4,N
3,5,1,3,29,44.93,10.05,4534.29,0.15,88,0.1,451.38,54,22,40,Y
3,9,0,5,41,52.11,11.93,7411.68,0.21,116,0.08,621.48,70,27,50,Y
0,1,0,1,9,33.22,5.33,945.06,0.06,41,0.19,177.2,25,12,15,Y
0,3,0,2,13,21.32,5,533.03,0.04,28,0.2,106.61,18,7,15,N
0,1,0,1,10,39.43,5.43,1162,0.07,48,0.18,214.05,29,14,16,N
7,21,0,11,60,67.96,19.4,25571.05,0.44,227,0.05,1318.27,138,39,78,Y
5,13,0,5,39,34.05,21.07,15107.52,0.24,133,0.05,717.18,82,23,47,N
2,3,1,2,6,11.53,6.42,474.89,0.02,20,0.16,74.01,9,6,20,Y
3,1,0,1,9,29.28,6,1054.16,0.06,40,0.17,175.69,24,12,17,N
4,5,0,1,9,11.42,9.33,994.99,0.04,28,0.11,106.61,14,6,15,N
0,1,0,1,4,14.34,3.5,175.66,0.02,14,0.29,50.19,9,5,7,N
2,3,0,2,12,25.77,6.82,1197.9,0.06,40,0.15,175.69,25,11,19,N
4,3,0,2,15,22.41,8,1434.45,0.06,43,0.13,179.31,27,9,26,N
0,3,0,1,0,9.83,2,39.3,0.01,7,0.5,19.65,4,3,2,N
5,7,0,3,22,34.99,9.95,3462.31,0.12,69,0.1,348.06,42,19,29,Y
2,3,0,2,13,33.42,7.71,1989.07,0.09,57,0.13,257.83,33,14,21,N
1,1,0,1,8,32.53,4.9,781.11,0.05,39,0.2,159.41,25,10,12,N
5,3,0,2,27,34.3,13,5796.41,0.15,90,0.08,445.88,54,18,38,Y
2,8,0,5,33,41.08,11.42,5357.94,0.16,93,0.09,469.13,62,19,37,N
15,23,0,12,97,137.08,18,44415.05,0.82,382,0.06,2467.5,242,70,116,Y
11,29,0,3,52,40.24,41.3,68641.45,0.55,293,0.02,1662.02,175,30,70,Y
10,11,0,6,26,43.01,20.8,18609.99,0.3,167,0.05,894.71,102,25,38,Y
0,3,1,2,6,20.31,3,182.83,0.02,17,0.33,60.94,11,6,10,N
5,10,0,5,48,73.18,15.47,17523.69,0.38,195,0.06,1132.43,124,39,57,Y
5,23,0,11,104,77.47,23.29,42021.08,0.6,315,0.04,1804.29,197,38,120,N
2,1,1,1,23,84.67,5.6,2655.37,0.16,94,0.18,474.17,59,25,30,N
0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,N
2,15,0,8,75,78.07,15.17,17957.52,0.39,212,0.07,1184.01,121,36,92,Y
0,3,0,2,7,19.03,3.5,233.13,0.02,18,0.29,66.61,12,6,12,N
1,1,0,1,7,13.21,2.4,76.08,0.01,10,0.42,31.7,4,5,13,N
15,12,0,6,71,50.21,29.86,44757.43,0.5,257,0.03,1499.05,162,35,93,Y
0,8,0,5,47,60.05,9.65,5594.49,0.19,113,0.1,579.61,76,23,53,Y
2,7,0,4,25,68.24,12.33,10369.98,0.28,156,0.08,841.2,101,29,32,N
3,1,0,1,5,18.6,2.5,116.27,0.02,14,0.4,46.51,9,5,14,N
1,5,0,1,13,17.59,8.94,1404.74,0.05,37,0.11,157.17,24,8,16,N
4,13,0,7,46,23.36,26.13,15946.3,0.2,119,0.04,610.38,75,16,52,N
1,1,0,1,3,9.83,2,39.3,0.01,7,0.5,19.65,4,3,6,Y
6,7,0,3,18,33.65,8.8,2605.92,0.1,63,0.11,296.13,39,15,28,N
7,13,0,5,45,49.64,12.16,7337.87,0.2,123,0.08,603.55,81,19,56,N
16,42,0,16,130,101.78,29.75,90061.35,1.01,463,0.03,3027.63,271,71,152,Y
4,8,0,5,35,37.44,13.22,6545,0.17,99,0.08,495,65,18,44,N
14,5,0,2,33,71.67,7.5,4031.36,0.18,101,0.13,537.51,56,30,56,Y
28,29,3,14,90,59.7,30.22,54519.67,0.6,303,0.03,1804.12,185,41,134,Y
3,7,0,4,27,42.34,11.57,5663.36,0.16,94,0.09,489.69,56,23,38,N
4,3,0,2,11,14.28,5.33,406.12,0.03,20,0.19,76.15,12,6,17,N
5,9,2,4,31,33.81,17.27,10086.81,0.19,109,0.06,583.97,69,22,46,N
0,1,0,1,0,7.74,1.5,17.41,0,5,0.67,11.61,3,2,7,N
5,27,0,14,88,53.32,30.12,48369.03,0.54,273,0.03,1605.96,164,38,97,Y
0,1,0,1,4,11.95,4.5,241.98,0.02,15,0.22,53.77,12,3,6,N
3,5,0,3,19,47.56,6.56,2048.33,0.1,69,0.15,312.13,39,16,24,N
1,9,0,5,33,60.36,11.22,7594.91,0.23,132,0.09,677.07,89,23,39,N
3,5,0,3,21,29.25,9.53,2658.15,0.09,58,0.1,278.83,36,15,27,N
0,1,0,1,11,16.84,2,67.38,0.01,12,0.5,33.69,2,5,13,N
6,15,0,8,85,51.86,30.88,49456.13,0.53,277,0.03,1601.44,177,34,99,Y
3,7,0,4,37,40.7,12.9,6772.5,0.18,105,0.08,525,62,20,43,N
15,89,0,45,262,116.45,44.9,234743.54,1.74,794,0.02,5228.46,509,73,288,Y
2,3,0,2,14,20.81,10,2081.48,0.07,49,0.1,208.15,31,9,20,N
0,1,0,1,0,11.09,4,177.52,0.01,14,0.25,44.38,13,1,3,N
2,5,0,3,38,37.74,16,9661.93,0.2,127,0.06,603.87,87,15,44,Y
0,1,0,1,6,16.34,3.6,211.72,0.02,17,0.28,58.81,11,5,8,N
0,3,0,2,12,29.54,4.8,680.53,0.05,34,0.21,141.78,22,10,14,N
14,33,0,15,82,60.01,31.25,58603.66,0.63,307,0.03,1875.32,182,46,98,Y
1,9,0,5,20,25.72,14.5,5407.39,0.12,76,0.07,372.92,47,15,23,N
16,39,0,6,52,60.88,41.5,104852.1,0.84,418,0.02,2526.56,252,44,70,N
2,5,2,3,13,18.01,8.67,1352.69,0.05,35,0.12,156.08,23,9,20,N
1,5,0,3,20,26.23,9.55,2389.82,0.08,57,0.1,250.36,36,11,25,N
0,1,0,1,3,9,3,81,0.01,9,0.33,27,7,2,5,N
0,3,0,2,14,19.46,7.5,1094.61,0.05,35,0.13,145.95,23,8,17,N
9,13,0,7,47,81.45,11.57,10906.35,0.31,167,0.09,942.52,113,35,61,Y
13,13,0,6,55,48.24,18.94,17312.29,0.3,156,0.05,913.85,94,36,72,N
18,31,0,13,137,86.96,33.6,98179.22,0.97,437,0.03,2922,257,75,184,Y
1,13,0,7,42,44.97,17.82,14278.39,0.27,155,0.06,801.34,99,22,48,Y
0,1,0,1,0,0,0,0,0.01,6,0,15.51,6,0,1,N
0,1,0,1,4,11.23,2,44.92,0.01,8,0.5,22.46,5,3,7,N
2,3,0,2,13,36.95,5.91,1289.11,0.07,47,0.17,218.26,26,16,26,N
0,3,2,2,5,19.03,3.5,233.13,0.02,18,0.29,66.61,12,6,10,N
2,9,0,5,28,39.09,14.71,8458.55,0.19,115,0.07,575,72,19,34,N
2,3,0,2,14,19.71,6.43,814.57,0.04,31,0.16,126.71,22,7,18,N
16,37,1,16,93,85.04,18.98,30630.91,0.54,269,0.05,1614,172,46,118,N
3,6,0,2,36,80.38,9.93,7927.7,0.27,149,0.1,798.28,101,29,41,N
12,13,3,6,61,79.31,16.55,21710.74,0.44,224,0.06,1312.19,120,44,83,N
2,5,0,3,14,18.22,9,1476,0.05,41,0.11,164,27,7,18,N
3,21,1,11,52,49.35,14.67,10627.05,0.24,138,0.07,724.21,93,23,59,N
4,11,0,6,42,55.71,12.25,8359.77,0.23,132,0.08,682.43,83,24,52,N
12,11,1,5,60,43.97,23.74,24784.89,0.35,189,0.04,1043.95,108,29,89,Y
1,1,0,1,14,28.02,6.27,1102.5,0.06,43,0.16,175.76,20,11,16,Y
3,3,0,2,18,17.8,8.5,1285.77,0.05,35,0.12,151.27,18,10,25,N
19,37,0,14,116,68.05,37.49,95656.09,0.85,396,0.03,2551.41,238,59,148,N
3,1,0,1,6,22.83,3.33,253.69,0.03,22,0.3,76.11,14,6,12,Y
1,1,0,1,3,9.6,2.5,60,0.01,8,0.4,24,5,3,6,Y
0,1,0,1,6,15.22,3.75,213.97,0.02,18,0.27,57.06,12,4,19,N
0,1,0,1,13,55.66,5.89,1933.99,0.11,69,0.17,328.09,41,19,18,N
0,1,0,1,6,15.22,3.75,213.97,0.02,18,0.27,57.06,12,4,11,N
0,5,0,1,3,9.62,10.4,1040.81,0.03,24,0.1,100.08,16,5,5,N
0,5,0,3,15,21.79,8.67,1636.87,0.06,43,0.12,188.87,30,9,17,N
0,3,0,2,9,17.13,6,616.79,0.03,27,0.17,102.8,18,6,11,N
6,23,0,12,97,63.6,25.9,42656.7,0.55,280,0.04,1647.14,179,39,112,N
6,11,0,6,26,36.3,11.38,4697.06,0.14,85,0.09,412.93,57,16,35,N
1,3,0,2,8,16.68,6.87,788.52,0.04,27,0.15,114.69,17,8,12,N
0,1,0,1,16,58.94,4.38,1128.06,0.09,57,0.23,257.83,37,16,20,N
0,3,0,2,13,15.56,6.43,642.86,0.03,25,0.16,100,15,7,16,N
0,3,0,2,14,16.67,7.5,937.65,0.04,32,0.13,125.02,22,6,16,N
0,3,0,2,8,15.23,5.5,460.69,0.03,22,0.18,83.76,11,7,10,N
3,5,0,3,21,34.53,8.65,2585.61,0.1,67,0.12,298.78,42,13,26,N
9,5,0,3,24,25.84,11,3126.94,0.09,62,0.09,284.27,40,12,46,N
2,3,0,2,9,21.98,5.69,711.05,0.04,32,0.18,125.02,19,8,13,N
0,1,0,1,9,26.05,3,234.41,0.03,20,0.33,78.14,11,9,14,N
0,3,0,2,8,17.95,4.67,390.89,0.03,22,0.21,83.76,15,6,13,N
1,4,0,1,15,15.63,7.5,879.05,0.04,30,0.13,117.21,20,6,18,N
3,7,0,4,38,42.08,12,6060,0.17,101,0.08,505,61,20,44,N
0,1,0,1,6,15.42,2.92,131.17,0.01,13,0.34,44.97,6,6,11,N
0,9,0,5,13,15.08,15,3392.67,0.08,50,0.07,226.18,34,8,19,N
2,5,0,3,29,28.84,15.17,6634.95,0.15,91,0.07,437.47,56,15,33,N
2,11,0,6,37,30.92,19.35,11576.4,0.2,114,0.05,598.26,71,20,44,N
0,1,0,1,6,23.22,0.5,5.8,0,5,2,11.61,1,4,8,N
1,5,0,3,16,37.1,7.07,1855.31,0.09,58,0.14,262.37,36,14,24,N
1,9,0,4,30,35.6,13.34,6337.5,0.16,95,0.07,475,56,19,36,N
0,7,0,4,17,18.76,14.95,4192.89,0.09,62,0.07,280.46,39,10,19,N
6,9,0,5,32,31.43,16.18,8233.66,0.17,100,0.06,508.75,59,19,48,N
2,9,0,4,35,38.26,13.98,7472.51,0.18,106,0.07,534.71,63,20,40,Y
8,15,0,4,40,42.58,34.78,51502.32,0.49,240,0.03,1480.78,148,41,50,Y
4,1,0,1,10,33.17,5.25,914.37,0.06,41,0.19,174.17,23,12,18,N
9,11,0,6,51,49.98,15.83,12518.41,0.26,153,0.06,791,97,23,66,N
4,31,1,12,56,53.74,33.41,59984.29,0.6,291,0.03,1795.45,186,44,70,Y
6,9,0,3,43,53.73,14.25,10911.35,0.26,142,0.07,765.71,85,28,55,Y
0,1,0,1,3,7.11,4,113.74,0.01,11,0.25,28.43,7,2,5,N
8,5,2,3,25,35.95,10.47,3942.99,0.13,76,0.1,376.52,47,18,45,N
0,3,0,2,12,10.25,15,2305.97,0.05,35,0.07,153.73,20,7,27,N
0,1,0,1,7,22.2,2.5,138.77,0.02,15,0.4,55.51,7,8,10,Y
21,33,3,6,98,77.31,26.47,54152.01,0.68,345,0.04,2046.1,208,44,143,N
0,3,0,2,9,30.98,3.5,379.46,0.04,26,0.29,108.42,15,11,11,Y
2,15,3,8,45,62.43,23.08,33247.47,0.48,247,0.04,1440.72,147,39,52,Y
1,1,0,1,9,29.24,6.43,1208.47,0.06,41,0.16,187.98,23,14,12,Y
10,37,3,11,85,89.18,22.41,44799.75,0.67,318,0.04,1998.76,188,58,120,N
1,1,0,1,4,12.4,3.75,174.4,0.02,14,0.27,46.51,9,4,9,N
0,1,0,1,3,11.58,2.67,82.35,0.01,11,0.38,30.88,7,3,5,N
2,1,0,1,5,15.41,4.08,256.87,0.02,17,0.24,62.91,10,6,12,N
7,9,0,3,33,28.09,22.89,14713.79,0.21,120,0.04,642.91,67,22,42,N
0,1,0,1,3,14.62,2.5,91.35,0.01,11,0.4,36.54,6,5,6,N
2,5,2,3,13,16.82,8.75,1287.66,0.05,33,0.11,147.16,23,8,20,N
5,7,0,4,45,68.76,10.82,8053.51,0.25,138,0.09,744.14,77,31,64,Y
2,1,0,1,12,48.04,3.2,491.94,0.05,35,0.31,153.73,19,15,22,N
3,5,0,3,30,36.87,9.88,3600.62,0.12,75,0.1,364.35,47,17,35,N
0,1,0,1,0,16.92,3.5,207.22,0.02,16,0.29,59.21,10,6,2,N
0,1,0,1,2,9,3,81,0.01,9,0.33,27,7,2,4,N
1,17,0,7,32,32.79,21.6,15298.84,0.24,137,0.05,708.28,83,20,39,N
2,3,0,2,14,18.67,7.07,933.43,0.04,33,0.14,132,22,7,18,N
4,12,0,7,58,57.43,16.46,15553.76,0.32,165,0.06,945.11,101,35,68,N
0,3,0,2,6,21.02,6.22,813.86,0.04,32,0.16,130.8,18,9,12,N
1,5,0,3,16,14.75,8,944.22,0.04,31,0.13,118.03,19,6,19,Y
5,7,0,4,38,35.74,12.38,5473.17,0.15,92,0.08,442.28,59,16,47,Y
1,1,0,1,3,10.8,2.5,67.5,0.01,9,0.4,27,6,3,7,N
10,31,1,16,82,54.5,27.64,41638.64,0.5,254,0.04,1506.41,156,39,95,Y
3,7,0,3,18,33.65,8.8,2605.92,0.1,63,0.11,296.13,39,15,25,N
0,1,0,1,17,77.55,6.67,3446.62,0.17,100,0.15,516.99,60,27,25,N
14,37,2,18,116,83.27,24.07,48229.6,0.67,334,0.04,2004,220,45,136,N
1,11,0,6,41,45.99,16.2,12069,0.25,149,0.06,745,95,20,47,Y
6,17,0,6,24,23.85,16.73,6675.75,0.13,83,0.06,399.01,54,13,34,N
0,1,0,1,3,11.23,2,44.92,0.01,8,0.5,22.46,5,3,5,N
1,12,0,7,52,43.01,15.6,10466.11,0.22,133,0.06,670.9,85,20,56,N
4,5,0,3,11,24.8,5,620,0.04,31,0.2,124,21,8,17,Y
1,3,0,2,9,14.28,6.67,634.56,0.03,25,0.15,95.18,15,6,15,N
2,1,0,1,8,14.02,7.33,753.86,0.03,27,0.14,102.8,16,6,13,N
2,1,0,1,10,40.76,3.23,425.45,0.04,31,0.31,131.69,17,13,18,N
2,1,0,1,8,18.03,3.5,220.91,0.02,19,0.29,63.12,12,5,12,N
0,1,0,1,0,12.06,1.5,27.14,0.01,7,0.67,18.09,4,3,4,N
0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,N
5,13,1,7,50,42.58,18,13794.44,0.26,144,0.06,766.36,100,22,61,N
0,1,0,1,4,10.57,3,95.1,0.01,10,0.33,31.7,7,3,6,N
0,1,1,1,3,14.4,3,129.56,0.01,13,0.33,43.19,9,4,6,N
1,5,0,3,20,17.03,10.08,1731.04,0.06,42,0.1,171.67,31,6,23,N
2,11,0,6,41,40.93,16.67,11369.91,0.23,133,0.06,682.19,83,21,48,N
0,1,0,1,0,0,0,0,0,0,0,0,0,0,31,N
0,1,0,1,2,9.51,3,85.59,0.01,9,0.33,28.53,6,3,4,N
2,3,0,2,12,14.45,6.4,592.07,0.03,25,0.16,92.51,17,5,16,N
0,1,0,1,2,32.5,0.5,8.13,0.01,7,2,16.25,3,4,8,N
0,1,0,1,3,18.09,1,18.09,0.01,7,1,18.09,3,4,6,N
0,3,0,2,14,29.85,7.92,1871.1,0.08,53,0.13,236.35,34,12,17,N
0,1,0,1,2,18.09,1,18.09,0.01,7,1,18.09,3,4,3,N
0,3,0,2,17,25.31,7,1240.39,0.06,41,0.14,177.2,27,10,19,N
3,3,0,2,15,23.6,6.3,936.67,0.05,35,0.16,148.68,21,10,22,N
1,8,0,5,37,56.16,12.15,8293.01,0.23,132,0.08,682.43,89,23,41,N
2,1,0,1,6,33.72,3.27,361.18,0.04,27,0.31,110.36,15,11,12,N
2,8,0,5,36,49.31,10.52,5461.03,0.17,102,0.1,518.91,68,21,41,N
2,3,0,2,12,23.23,8,1486.74,0.06,43,0.13,185.84,27,10,17,N
4,3,0,2,16,27.8,7.77,1679.66,0.07,50,0.13,216.1,31,11,27,N
8,41,1,21,107,65.48,35.32,81676.45,0.77,384,0.03,2312.59,236,44,123,N
3,1,0,1,20,73.32,7.33,3942.93,0.18,104,0.14,537.67,60,27,27,Y
3,9,0,4,14,29.91,14.17,6002.83,0.14,84,0.07,423.73,50,18,19,Y
2,23,0,12,60,56.27,16.04,14479.91,0.3,172,0.06,902.64,117,24,65,N
1,1,1,1,10,25.36,8.18,1697.34,0.07,48,0.12,207.45,28,11,18,N
1,3,0,1,7,9.56,6,344.16,0.02,16,0.17,57.36,10,4,10,N
0,1,0,1,1,18.09,1,18.09,0.01,7,1,18.09,3,4,4,N
1,5,0,3,24,32.82,9.17,2757.59,0.1,64,0.11,300.83,39,15,29,N
0,1,0,1,8,27.26,5.2,737.24,0.05,34,0.19,141.78,21,10,13,N
4,1,0,1,9,34.29,4.5,694.29,0.05,37,0.22,154.29,19,12,27,Y
4,19,0,4,36,70.05,13.56,12885.09,0.32,172,0.07,950.05,110,32,48,N
3,5,0,3,30,36.87,9.88,3600.62,0.12,75,0.1,364.35,47,17,36,N
0,11,0,6,26,31.23,14.63,6679.22,0.15,95,0.07,456.7,56,16,31,N
0,3,0,2,0,3.62,5,90.47,0.01,7,0.2,18.09,5,1,2,N
0,1,0,1,2,6.55,3,58.95,0.01,7,0.33,19.65,6,1,4,Y
5,25,0,12,86,71.07,17.79,22482.47,0.42,214,0.06,1264.07,131,42,101,Y
1,13,1,7,31,38.72,14.95,8659.15,0.19,112,0.07,579.03,65,22,45,N
0,1,0,1,5,25.73,2.29,134.42,0.02,17,0.44,58.81,9,7,7,N
0,1,0,1,0,0,0,0,0,0,0,0,0,0,27,N
0,1,0,1,6,17.13,6,616.79,0.03,27,0.17,102.8,18,6,9,N
2,1,0,1,4,10.8,2.5,67.5,0.01,9,0.4,27,6,3,9,N
1,1,0,1,7,32.29,2.57,213.55,0.03,25,0.39,83.05,13,7,10,N
0,1,0,1,5,11.7,3.33,130,0.01,13,0.3,39,9,3,7,N
0,1,0,1,6,27.41,3.33,304.59,0.03,24,0.3,91.38,12,9,8,N
3,17,0,6,35,15.2,23.4,8324.42,0.12,74,0.04,355.74,48,10,48,N
0,1,0,1,2,4.75,1,4.75,0,3,1,4.75,2,1,4,N
0,5,0,3,19,91.57,4.67,1994.29,0.14,84,0.21,427.35,48,27,21,N
0,1,0,1,4,21.67,1.8,70.2,0.01,13,0.56,39,7,5,6,N
1,5,0,3,9,15.86,6,571.1,0.03,25,0.17,95.18,16,6,12,N
0,1,0,1,5,9.88,5.25,272.43,0.02,15,0.19,51.89,9,4,8,N
3,19,0,10,54,50.98,14,9991.73,0.24,137,0.07,713.7,91,23,60,N
2,9,0,4,38,36.84,15.47,8820.26,0.19,113,0.06,570.02,71,19,42,Y
1,5,0,3,10,19.01,8.94,1518.63,0.06,40,0.11,169.92,27,8,14,Y
1,3,0,2,11,24.97,6.25,975.5,0.05,35,0.16,156.08,20,12,14,N
0,3,0,2,13,24.31,8,1555.89,0.06,45,0.13,194.49,29,10,16,N
