@relation JM1-weka.filters.unsupervised.attribute.Remove-R19-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R6

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
7,31,1,1,16,11,33.44,24.8,0.28,151,0.04,1142.55,829.27,62,89,20,54,N
0,3,0,0,2,1,39.82,3.75,0.05,34,0.27,31.11,149.34,15,19,7,11,N
1,7,0,0,4,1,46.27,4.43,0.07,46,0.23,50.52,205.13,19,27,7,22,N
2,11,0,1,6,1,46.38,27.36,0.42,226,0.04,1928.72,1268.92,103,123,17,45,Y
7,9,0,2,5,1,45.31,12.62,0.19,106,0.08,400.6,571.59,41,65,16,46,N
5,1,0,4,1,1,28.93,13.29,0.13,85,0.08,283.93,384.5,29,56,11,33,N
3,5,0,1,3,1,17.79,16.88,0.1,72,0.06,281.47,300.23,27,45,10,23,Y
2,3,0,1,2,1,17.3,3,0.02,15,0.33,8.65,51.89,5,10,6,10,N
9,35,0,2,18,14,48.7,28.75,0.47,238,0.03,2236.22,1400.07,90,148,23,85,Y
3,3,0,0,2,1,12.56,5.6,0.02,19,0.18,21.87,70.31,7,12,8,12,Y
1,3,0,2,2,1,13.19,3.12,0.01,13,0.32,7.15,41.21,5,8,5,11,N
9,11,0,5,6,5,30.24,28.7,0.29,158,0.03,1383.31,867.71,60,98,22,57,Y
0,3,0,0,2,1,10.04,7.5,0.03,21,0.13,31.37,75.28,5,16,9,11,N
0,7,0,0,4,4,22.81,8.73,0.07,44,0.11,96.5,199.04,16,28,12,20,N
4,11,0,0,6,5,24.53,20.8,0.17,103,0.05,589.66,510.28,39,64,16,38,N
23,39,2,9,20,6,72.83,27.61,0.67,327,0.04,3084.85,2010.97,123,204,22,128,Y
13,15,2,3,8,1,37,48.7,0.6,332,0.02,4873.68,1801.52,112,220,20,83,N
9,15,0,4,8,5,47.85,26.8,0.43,218,0.04,1909.56,1282.42,97,121,21,69,N
4,1,0,0,1,1,45.73,11.22,0.17,100,0.09,319.65,512.92,43,57,12,23,N
1,11,0,0,6,3,22.57,11.5,0.09,54,0.09,165.85,259.6,23,31,14,23,N
7,9,0,5,5,1,34.19,16,0.18,105,0.06,486.22,546.99,42,63,16,49,N
10,59,0,20,30,30,83.19,34.13,0.95,453,0.03,5381.99,2838.85,182,271,21,81,N
1,13,0,0,8,1,19.77,80.5,0.53,299,0.01,7116.45,1591.26,119,180,23,47,N
3,5,0,0,3,1,21.61,8,0.06,40,0.13,76.83,172.88,16,24,10,19,N
2,27,1,0,14,14,47.94,17.64,0.28,160,0.06,828.75,845.66,63,97,14,37,N
3,29,0,9,15,10,40.84,30.88,0.42,227,0.03,2162.78,1260.89,91,136,19,84,N
2,3,0,2,2,1,29.43,6.67,0.07,44,0.15,72.67,196.21,16,28,10,16,N
5,23,0,6,12,12,48.26,18.31,0.29,166,0.05,898.54,883.44,68,98,14,48,N
18,47,0,10,24,1,87.74,30.06,0.88,438,0.03,4405.68,2637.8,157,281,18,107,Y
3,1,0,0,1,1,69.95,8.44,0.2,117,0.12,276.65,590.19,45,72,9,19,N
16,29,0,1,16,4,27.76,76.22,0.71,366,0.01,8960.25,2115.98,147,219,28,94,N
1,9,0,0,5,1,21.67,11,0.08,52,0.09,145.7,238.42,26,26,11,13,N
16,19,0,1,10,4,79.05,31.78,0.84,393,0.03,4435.35,2512.18,150,243,25,105,N
16,15,0,0,8,1,78.57,26.87,0.7,334,0.04,3152.37,2111.52,151,183,21,101,Y
1,5,0,0,3,1,18.12,9.6,0.06,39,0.1,92.76,173.92,16,23,12,14,N
5,5,1,0,3,1,37.89,9.24,0.12,70,0.11,179.61,350,27,43,13,28,Y
1,1,0,0,1,1,12.57,9.29,0.04,27,0.11,60.2,116.69,10,17,13,9,N
6,11,0,0,6,6,25.57,18.95,0.16,93,0.05,509.98,484.48,40,53,18,32,Y
2,7,0,1,4,3,16.47,8.67,0.05,32,0.12,68.71,142.7,12,20,13,15,N
4,5,0,0,3,1,26.83,22.35,0.2,116,0.04,744.74,599.71,40,76,19,21,Y
8,11,0,1,6,1,30.96,32.81,0.34,185,0.03,1852.07,1015.99,75,110,21,43,Y
5,1,0,0,1,1,81.3,7.94,0.22,128,0.13,284.9,645.68,59,69,7,32,N
1,1,0,0,1,1,9,5,0.02,15,0.2,12.5,45,6,9,5,8,N
0,5,0,0,3,1,19.93,2.5,0.02,15,0.4,6.92,49.83,5,10,5,11,N
21,17,0,2,9,1,66.66,43.17,0.96,462,0.02,6901.69,2877.71,208,254,22,130,N
4,1,0,0,1,1,39.1,10.33,0.13,87,0.1,231.93,404.02,31,56,10,23,N
3,3,0,3,2,1,25.95,4.67,0.04,31,0.21,31.4,121.11,14,17,6,21,N
1,3,0,0,2,1,14,5.14,0.02,18,0.19,20.57,72,8,10,9,7,N
8,61,0,43,31,23,83.15,91.2,2.53,1229,0.01,38419.71,7582.84,304,925,27,132,Y
6,1,0,0,1,1,16.87,13.57,0.08,56,0.07,172.58,228.9,19,37,10,18,N
3,3,0,1,2,1,24.43,6.55,0.05,37,0.15,58.15,159.91,16,21,9,16,N
2,3,0,0,2,1,29.55,9.43,0.09,60,0.11,145.95,278.63,24,36,11,18,N
3,5,0,0,3,1,9.16,18.2,0.06,40,0.05,168.65,166.8,14,26,13,21,Y
1,3,0,0,2,1,14.3,7,0.03,24,0.14,38.92,100.08,7,17,12,9,N
1,1,0,0,1,1,27.61,5.25,0.05,33,0.19,42.28,144.95,14,19,9,8,N
2,5,0,0,3,1,16.95,5.5,0.03,26,0.18,28.48,93.21,11,15,6,14,N
6,7,0,0,4,1,42.02,16.32,0.23,128,0.06,621.76,685.77,51,77,16,42,N
20,47,0,4,24,3,72.98,58.68,1.43,694,0.02,13958.25,4281.93,285,409,21,176,N
2,1,0,0,1,1,17.44,8.44,0.05,36,0.12,68.98,147.15,15,21,9,10,N
3,5,0,0,3,1,24.81,10.29,0.09,52,0.1,145.8,255.16,18,34,16,21,N
5,17,0,1,9,1,51.19,54.92,0.94,476,0.02,8579.23,2811.68,204,272,21,92,N
1,13,0,0,7,7,29.01,13.93,0.13,86,0.07,312.91,404.24,38,48,11,21,Y
2,31,0,0,16,10,27.82,31.88,0.3,179,0.03,1570.38,886.8,68,111,15,43,N
11,17,4,5,9,1,34.21,32.04,0.37,202,0.03,1951.07,1096.11,89,113,18,64,Y
4,1,0,0,1,1,15.71,8,0.04,33,0.13,55.84,125.64,12,21,8,18,N
4,5,0,0,3,3,12.89,12.07,0.05,36,0.08,104.34,155.59,13,23,13,18,N
1,19,1,0,10,8,60.51,8.76,0.18,101,0.11,257.93,530.04,43,58,11,36,Y
37,29,0,28,15,11,122.46,24.66,1.01,448,0.04,4138.1,3020.18,202,246,21,174,Y
2,9,0,0,5,3,50.69,16,0.27,146,0.06,720.86,810.97,62,84,16,38,Y
0,5,1,1,3,1,8.96,6,0.02,15,0.17,17.92,53.77,6,9,8,9,N
1,1,0,0,1,1,47.58,3.39,0.05,38,0.29,30.43,161.42,19,19,5,13,N
3,1,0,0,1,1,19.93,2.5,0.02,15,0.4,6.92,49.83,5,10,5,10,N
5,9,0,12,5,3,40.97,15.59,0.21,111,0.06,553.3,638.79,49,62,21,51,Y
0,5,0,0,3,1,10.45,12.25,0.04,37,0.08,87.11,128,14,23,7,12,N
1,1,0,0,1,1,14.34,3.5,0.02,14,0.29,9.76,50.19,5,9,7,10,N
17,17,0,9,9,4,79.42,28.09,0.74,349,0.04,3481.49,2230.92,149,200,23,106,Y
9,13,0,0,7,7,54.56,25.24,0.46,244,0.04,1931.19,1377.1,98,146,17,62,Y
0,5,0,0,3,1,17.84,7.33,0.04,32,0.14,53.29,130.8,8,24,11,15,N
7,13,0,6,7,1,83.05,12,0.33,174,0.08,664.44,996.66,82,92,12,54,N
1,1,1,0,1,1,0,0,0,2,0,0,2,0,2,2,6,N
1,7,0,0,4,1,39.47,7.63,0.1,62,0.13,127.7,301.19,29,33,10,15,N
3,23,0,0,12,4,20.5,41.35,0.28,164,0.02,1947.88,847.87,74,90,19,29,N
6,5,0,1,3,3,24.82,18.13,0.15,90,0.06,453.33,450,32,58,17,28,N
2,5,0,0,3,1,24.01,7.8,0.06,42,0.13,81.16,187.3,13,29,12,14,Y
1,1,0,0,1,1,20.76,4,0.03,25,0.25,18.46,83.05,12,13,4,8,N
1,7,0,0,4,4,17.98,5.79,0.03,26,0.17,33.43,104,9,17,9,8,N
2,5,0,2,3,1,18.97,8.8,0.06,38,0.11,81.6,166.91,16,22,11,20,Y
1,5,0,1,3,1,17.84,6.19,0.04,27,0.16,37.94,110.36,11,16,9,15,N
3,25,0,0,13,13,28.38,18,0.17,110,0.06,510.82,510.82,39,71,12,28,Y
4,5,0,0,3,1,14.2,12.25,0.06,39,0.08,118.36,173.92,14,25,14,20,Y
0,5,0,0,3,1,20.14,7.64,0.05,34,0.13,65.25,153.8,14,20,12,12,Y
2,3,0,0,2,1,17.79,5.63,0.03,24,0.18,31.27,100.08,9,15,10,10,N
3,7,0,3,4,1,22.33,14.42,0.11,67,0.07,258.08,322.09,25,42,15,26,N
2,5,0,0,3,1,18.31,30,0.18,108,0.03,915.74,549.45,42,66,20,22,N
3,7,0,0,4,3,22.92,11.54,0.09,55,0.09,169.49,264.4,20,35,15,19,N
0,3,0,0,2,1,37.09,4.5,0.06,38,0.22,41.73,166.91,18,20,7,11,N
4,7,0,0,4,3,15.74,13.22,0.07,46,0.08,152.85,208.08,17,29,14,19,N
1,7,1,0,4,1,22.91,17,0.13,81,0.06,367.76,389.4,34,47,14,28,N
14,61,6,12,31,22,79.3,25.37,0.67,324,0.04,2835.65,2011.86,137,187,20,105,N
0,11,0,0,6,1,15.94,21,0.11,74,0.05,390.53,334.74,27,47,14,15,N
5,9,1,4,5,4,69.88,10,0.23,128,0.1,388.23,698.81,60,68,11,36,N
2,3,0,0,2,1,12.49,3.6,0.01,13,0.28,8.99,44.97,6,7,6,9,N
4,9,2,0,5,5,35.47,22,0.26,139,0.05,953.88,780.44,54,85,22,38,N
3,67,0,3,34,34,80.26,17.64,0.47,266,0.06,1387.16,1415.63,93,173,11,34,N
74,161,10,27,81,50,127.89,95.95,4.09,1693,0.01,65409.58,12270.74,692,1001,33,537,Y
8,5,0,0,3,1,22.55,13.38,0.1,65,0.07,224.45,301.85,29,36,12,28,N
1,5,0,0,3,1,19.51,9.6,0.06,42,0.1,99.89,187.3,16,26,12,11,N
2,1,0,0,1,1,18.98,2.92,0.02,16,0.34,8.97,55.35,7,9,5,8,N
2,9,0,0,5,3,17.29,11,0.06,44,0.09,116.21,190.16,18,26,11,17,Y
12,3,0,13,2,1,40.4,9.08,0.12,74,0.11,184.83,366.61,33,41,11,49,N
0,1,0,7,1,1,7.74,1.5,0,5,0.67,0.97,11.61,2,3,3,12,N
2,5,0,2,3,1,23.41,8,0.06,42,0.13,83.24,187.3,16,26,11,21,N
0,1,0,0,1,1,8,3,0.01,8,0.33,4,24,2,6,6,4,N
1,15,0,0,8,1,21.08,33.33,0.23,137,0.03,1301.32,702.71,50,87,20,19,N
0,1,0,0,1,1,8.15,3.5,0.01,9,0.29,5.55,28.53,2,7,7,4,N
5,1,0,1,1,1,80.71,2,0.05,38,0.5,17.94,161.42,15,23,4,18,N
2,5,0,0,4,1,29.25,7.71,0.08,48,0.13,96.69,225.62,18,30,12,24,N
4,19,0,0,10,3,34.49,18.9,0.22,118,0.05,684.37,651.78,45,73,21,34,N
1,1,0,0,1,1,9.47,2.67,0.01,9,0.38,3.74,25.27,4,5,4,7,N
2,15,0,0,8,7,51.83,13.23,0.23,128,0.08,504.12,685.77,57,71,13,47,N
4,1,1,4,1,1,41.92,10.5,0.15,96,0.1,256.76,440.16,35,61,9,25,Y
3,3,0,0,2,1,26.28,5.82,0.05,36,0.17,49.43,152.93,16,20,8,20,N
2,6,0,0,5,1,32.61,12.53,0.14,81,0.08,284.34,408.6,34,47,14,30,N
1,5,0,0,3,3,14.93,8.25,0.04,29,0.12,56.46,123.19,12,17,11,13,N
4,17,9,4,9,4,47.78,19.31,0.31,168,0.05,989.8,922.63,70,98,16,60,N
79,51,2,141,28,10,99.67,63.84,2.12,909,0.02,22567.59,6363,353,556,34,425,N
3,16,2,4,10,5,35.17,15.3,0.18,98,0.07,457.6,538.2,32,66,22,45,N
0,5,0,0,3,1,16.85,9,0.05,34,0.11,75.81,151.62,15,19,12,9,N
3,11,0,2,6,1,21.5,27.66,0.2,120,0.04,913.43,594.5,59,61,15,30,Y
4,9,0,6,5,1,23.78,10.15,0.08,52,0.1,136.22,241.48,22,30,12,34,N
1,7,0,0,4,1,15.74,10.2,0.05,36,0.1,90.97,160.54,17,19,12,12,N
0,1,0,0,1,1,15.19,3.5,0.02,16,0.29,10.33,53.15,7,9,5,4,N
12,37,0,0,19,1,61.24,39.52,0.81,431,0.03,5312.46,2419.94,163,268,16,113,Y
4,5,0,0,3,1,16.37,24.67,0.13,84,0.04,553.38,403.82,37,47,16,27,N
1,7,0,0,4,1,15.21,5.79,0.03,22,0.17,28.29,88,9,13,9,9,N
1,7,0,0,4,3,11.58,9,0.03,25,0.11,52.12,104.25,9,16,12,10,N
2,107,0,0,54,54,70.97,28.47,0.67,358,0.04,3195.82,2020.5,121,237,16,86,Y
0,1,1,0,1,1,32.28,3.55,0.04,28,0.28,22.54,114.45,13,15,6,6,N
3,1,0,6,1,1,49.6,2.5,0.04,31,0.4,17.22,124,15,16,4,17,Y
11,21,3,19,11,8,76.55,24.02,0.61,284,0.04,2454.54,1839.11,123,161,25,109,N
12,23,0,9,12,1,46.17,18.12,0.28,174,0.06,841.95,836.48,56,118,11,107,N
4,5,0,2,3,1,27.08,13.71,0.12,79,0.07,282.92,371.33,32,47,12,27,N
3,1,0,1,1,1,14.15,9.43,0.04,32,0.11,69.9,133.44,12,20,11,16,N
1,9,0,0,5,1,39.43,12.05,0.16,95,0.08,317.92,475,46,49,11,25,N
10,21,1,6,11,1,57.09,21.21,0.4,218,0.05,1426.99,1210.9,100,118,14,54,N
1,13,0,0,7,1,14.68,23.33,0.11,78,0.04,444.11,342.6,35,43,12,21,N
5,23,0,0,12,5,26.05,49.71,0.43,222,0.02,3576.39,1294.9,96,126,29,51,N
2,3,0,0,2,1,20.69,5.33,0.04,27,0.19,32.7,110.36,12,15,8,12,N
12,22,0,8,13,1,34.68,37.79,0.44,231,0.03,2750.65,1310.33,92,139,23,79,Y
8,63,0,12,32,32,50.04,47.14,0.79,408,0.02,6177.8,2358.79,165,243,20,110,N
1,1,0,2,1,1,31.29,2.75,0.03,24,0.36,13.14,86.04,11,13,4,12,N
3,27,0,0,14,1,80.2,11.61,0.31,175,0.09,600.86,931.34,80,95,9,60,N
11,19,0,23,10,8,50.63,29.05,0.49,248,0.03,2373.85,1470.82,103,145,22,91,Y
2,25,0,0,13,1,26.52,24.88,0.22,124,0.04,912.19,659.92,55,69,19,37,Y
6,5,0,0,4,1,24.77,9.75,0.08,52,0.1,130.8,241.48,18,34,13,36,N
0,1,0,0,1,1,16.98,2.8,0.02,15,0.36,7.4,47.55,7,8,4,6,N
7,7,1,7,4,1,57.78,11.5,0.22,121,0.09,424.55,664.51,46,75,15,52,N
2,7,0,0,4,3,11.06,11.14,0.04,29,0.09,76.26,123.19,13,16,12,15,N
5,13,0,0,7,1,65.22,44.12,0.96,521,0.02,7053.94,2877.78,224,297,13,66,N
7,61,1,1,32,4,36.47,98.57,1.2,597,0.01,19688.84,3595.35,230,367,30,97,N
1,5,0,0,3,1,23.89,9.38,0.07,51,0.11,116.67,224.01,25,26,9,14,N
0,1,0,0,1,1,13.5,2,0.01,9,0.5,3,27,4,5,4,5,N
6,33,1,20,17,16,40.31,18.75,0.25,143,0.05,787.3,755.81,60,83,15,55,N
8,13,1,10,7,1,55.85,20.31,0.38,198,0.05,1279.39,1134.13,86,112,17,72,Y
3,1,0,0,1,1,60.27,10.8,0.22,124,0.09,390.31,650.74,53,71,11,31,N
2,27,0,0,14,14,36.97,28.24,0.35,185,0.04,1638.18,1044.1,78,107,21,47,N
9,77,6,6,39,36,62.01,58.54,1.21,612,0.02,11803.61,3629.61,240,372,20,140,N
4,1,0,1,1,1,29.38,11.36,0.11,76,0.09,210.74,333.82,25,51,10,20,N
5,1,0,2,1,1,14.71,10,0.05,36,0.1,81.75,147.15,14,22,10,18,N
10,19,2,16,10,8,31.88,38.59,0.41,210,0.03,2637.62,1230.18,95,115,26,75,N
11,31,0,5,16,10,88.26,37.85,1.11,545,0.03,7024.07,3340.46,236,309,17,149,N
11,5,1,6,3,1,39.24,17.88,0.23,131,0.06,697.34,701.84,62,69,15,49,N
1,5,2,0,3,1,15.63,8,0.04,32,0.13,55.56,125.02,14,18,8,13,N
4,1,0,0,1,1,25.93,8.5,0.07,51,0.12,104.09,220.42,17,34,10,16,N
5,11,2,0,6,1,24.69,19.68,0.16,94,0.05,531.44,485.97,44,50,17,37,Y
13,31,2,9,16,8,134.27,26.28,1.18,495,0.04,5152.96,3529,220,275,27,121,N
3,9,0,3,5,1,24.81,18,0.15,95,0.06,446.54,446.54,36,59,13,32,Y
5,7,0,0,4,1,42.3,8.89,0.13,80,0.11,185.7,376.04,40,40,8,26,N
8,32,0,17,17,5,52.75,35.63,0.63,299,0.03,3719.52,1879.34,114,185,30,127,N
3,45,0,12,23,18,58.46,20.9,0.41,220,0.05,1419.11,1222.01,81,139,16,94,Y
0,1,0,0,1,1,91.05,6.06,0.18,103,0.17,185.8,551.83,50,53,8,16,N
9,14,0,0,8,7,35.93,17.78,0.21,115,0.06,630.89,638.78,48,67,20,56,Y
7,17,0,8,9,1,53.47,17.55,0.31,168,0.06,914.73,938.27,64,104,17,77,N
3,9,0,0,5,5,17.53,17,0.1,62,0.06,281.5,298.06,22,40,17,25,N
3,13,0,0,7,6,21.77,28.42,0.21,114,0.04,976.73,618.59,45,69,24,41,N
7,5,0,0,3,1,44.34,18.35,0.27,149,0.05,829.1,813.46,53,96,18,31,N
2,29,0,0,15,1,35.04,12.33,0.14,100,0.08,296.13,432.19,37,63,8,42,N
2,3,0,2,2,1,10.75,6,0.02,18,0.17,21.51,64.53,6,12,8,13,N
5,10,1,0,7,5,76.68,38.91,0.99,468,0.03,6449.1,2983.52,203,265,23,87,N
1,3,0,0,2,1,25.15,14.44,0.12,74,0.07,291.24,363.11,33,41,14,18,N
5,17,2,1,9,8,26.07,21.25,0.18,108,0.05,653.98,553.96,45,63,17,29,N
4,5,0,2,3,1,23.72,12.73,0.1,65,0.08,213.43,301.85,20,45,14,23,N
19,7,0,5,4,1,32.28,53.65,0.58,335,0.02,5161.82,1731.92,96,239,19,79,N
20,51,1,9,26,22,158.95,25.33,1.34,564,0.04,5667.22,4026.71,247,317,24,168,Y
2,5,0,0,3,1,20.79,17.78,0.12,87,0.06,365.01,369.57,32,55,10,26,N
6,5,0,3,3,1,18.44,18.31,0.11,71,0.05,343.37,337.6,34,37,14,32,N
10,13,3,5,7,1,73.17,19.05,0.46,235,0.05,1474.75,1393.72,91,144,18,75,N
5,5,0,0,3,1,28.33,9,0.08,59,0.11,127.5,254.99,22,37,9,27,N
8,7,0,6,4,3,36.76,21.57,0.26,150,0.05,949.84,792.81,62,88,16,43,N
25,42,1,12,22,15,46.29,59.8,0.92,458,0.02,9197.02,2768.33,184,274,26,156,Y
4,9,0,10,5,3,20.15,23.13,0.16,98,0.04,598.65,465.98,37,61,15,50,N
2,9,0,0,5,5,42.59,13.71,0.19,107,0.07,445.07,584.16,48,59,16,38,N
11,8,2,3,6,1,39.57,22.39,0.3,157,0.04,1102.33,886.09,57,100,22,63,Y
5,9,0,0,5,1,23.91,18.35,0.15,87,0.05,447.47,438.86,39,48,16,35,N
0,33,0,0,17,13,96.32,35.04,1.13,630,0.03,6570.81,3375.26,29,601,29,8,N
1,11,0,0,6,1,25.22,13.2,0.11,70,0.08,244.08,332.84,33,37,12,15,N
1,3,0,0,2,1,21.86,10.2,0.07,50,0.1,126.35,222.97,17,33,12,14,N
0,7,0,0,4,4,17.85,5.33,0.03,25,0.19,28.2,95.18,8,17,8,11,N
2,5,0,0,3,1,17.13,5.33,0.03,24,0.19,27.07,91.38,8,16,8,10,N
7,21,0,1,11,8,29.55,25.91,0.26,142,0.04,1102.16,765.71,57,85,20,36,N
0,1,0,0,1,1,14.62,2.5,0.01,11,0.4,5.08,36.54,5,6,5,5,N
1,1,0,0,1,1,16.75,5,0.03,22,0.2,23.27,83.76,10,12,7,9,N
11,4,1,3,3,1,29.58,9.45,0.09,61,0.11,146.9,279.68,16,45,13,34,N
16,13,0,6,7,4,70.9,29.16,0.69,328,0.03,3349.66,2067.63,142,186,23,98,N
1,3,0,0,2,1,9.4,8.1,0.03,20,0.12,34.27,76.15,9,11,9,10,N
3,7,0,4,4,1,22.93,11.5,0.09,61,0.09,168.44,263.64,23,38,10,28,N
2,5,0,0,3,3,43.78,11.73,0.17,93,0.09,334.85,513.69,44,49,16,23,N
14,33,0,13,17,13,61.94,33.41,0.69,322,0.03,3840.4,2069.26,146,176,27,110,Y
1,3,0,2,2,1,32.89,7.08,0.08,53,0.14,91.53,232.79,23,30,8,19,N
7,15,0,10,8,4,70.25,27.53,0.64,320,0.04,2958.62,1934.21,118,202,21,77,N
0,1,0,1,1,1,10.78,5,0.02,17,0.2,14.97,53.89,8,9,5,6,N
22,37,8,55,19,14,23.1,57.14,0.44,239,0.02,4190.89,1320.13,96,143,25,157,Y
4,25,5,3,13,12,35.06,23.18,0.27,156,0.04,1046.63,812.67,68,88,15,48,N
10,25,0,0,13,13,41.88,30,0.42,211,0.03,2093.88,1256.34,95,116,24,64,Y
3,5,0,2,3,3,22.27,9.5,0.07,45,0.11,111.64,211.52,19,26,13,19,N
17,169,1,17,85,57,209.56,24.56,1.72,733,0.04,7024.21,5147.4,287,446,19,325,Y
1,3,0,0,2,1,10.89,8.25,0.03,23,0.12,41.19,89.86,11,12,9,9,N
7,5,0,5,3,1,40.88,11.2,0.15,90,0.09,284.9,457.87,32,58,14,35,Y
1,5,0,0,3,1,29.97,6.25,0.06,42,0.16,65.03,187.3,15,27,10,18,N
5,21,0,0,11,4,24.07,33.5,0.27,146,0.03,1500.87,806.44,67,79,23,35,N
2,1,0,0,1,1,22.57,4.89,0.04,27,0.2,29.97,110.36,11,16,8,9,N
6,4,0,0,3,1,31.52,8.25,0.09,56,0.12,119.19,260.06,21,35,11,31,N
1,3,0,0,2,1,26.4,6.33,0.06,36,0.16,58.82,167.18,19,17,10,13,N
11,19,0,7,10,4,32.58,28.14,0.31,166,0.04,1433.44,916.91,67,99,21,69,N
25,13,0,0,7,1,31.38,40.83,0.43,254,0.02,2906.6,1281.28,98,156,15,115,N
31,41,0,30,21,10,35.52,50.42,0.6,328,0.02,5015.6,1790.69,121,207,20,158,N
3,9,0,5,5,1,48.81,12.2,0.2,117,0.08,403.29,595.23,51,66,11,41,Y
2,9,0,0,5,3,12.94,11.38,0.05,33,0.09,93,147.16,13,20,14,17,N
4,1,0,12,1,1,30.11,2,0.02,19,0.5,6.69,60.23,8,11,3,24,N
13,25,1,2,13,4,74.46,18.01,0.45,228,0.06,1342.13,1341.24,89,139,17,86,Y
1,9,0,0,5,5,17.55,15.75,0.09,62,0.06,241.92,276.48,18,44,14,18,N
2,9,0,0,5,5,10.52,24.94,0.09,54,0.04,363.44,262.33,19,35,21,19,N
14,11,0,2,6,1,72.52,45.83,1.11,556,0.02,8460.94,3323.37,248,308,17,105,N
8,47,0,1,24,12,105.35,37.65,1.32,586,0.03,8295.61,3966.16,253,333,25,95,N
6,4,0,0,3,1,45.27,14.71,0.22,118,0.07,544.24,665.98,48,70,19,41,N
3,9,0,0,5,3,19.01,18.46,0.12,73,0.05,359.94,350.94,32,41,15,16,N
2,3,0,0,2,1,19.09,8.27,0.05,34,0.12,72.57,157.89,13,21,14,22,Y
8,10,0,0,9,1,32.75,7.41,0.08,49,0.13,99.96,242.76,18,31,14,32,N
4,7,0,0,4,1,28.03,7.71,0.07,46,0.13,92.67,216.22,18,28,12,23,N
3,7,0,0,4,4,14.54,15.56,0.08,50,0.06,195.46,226.18,20,30,14,20,N
4,4,0,0,3,1,18.54,8.25,0.05,36,0.12,70.09,152.93,12,24,11,26,N
3,5,0,0,3,3,19.57,12.25,0.08,51,0.08,163.14,239.72,21,30,14,21,N
20,9,0,22,5,3,99.75,23.77,0.79,374,0.04,3131.24,2371.1,145,229,20,110,N
20,19,0,19,10,1,45.97,55.08,0.84,422,0.02,7747.77,2532,161,261,26,157,N
2,5,0,0,3,1,23.28,6.75,0.05,37,0.15,58.94,157.17,15,22,9,17,Y
0,1,0,0,1,1,8.54,4.67,0.01,12,0.21,10.33,39.86,4,8,7,5,N
1,1,0,2,1,1,13,3,0.01,13,0.33,6.5,39,6,7,4,8,N
0,5,0,0,3,3,13.56,5.33,0.02,19,0.19,21.43,72.34,8,11,8,4,Y
1,7,0,0,4,3,18.63,6.6,0.04,28,0.15,45.09,122.98,12,16,11,13,N
4,5,0,0,3,1,22.76,7.33,0.06,38,0.14,68,166.91,11,27,12,19,N
3,1,1,1,1,1,39.47,4.47,0.06,38,0.22,43.83,176.47,19,19,8,17,Y
0,1,0,0,1,1,15.5,3,0.02,14,0.33,7.75,46.51,6,8,5,5,N
2,3,0,4,2,1,9.41,8,0.03,21,0.13,33.46,75.28,8,13,8,16,N
2,5,0,0,3,3,14.47,8.64,0.04,30,0.12,60.07,125.1,11,19,11,12,N
11,3,0,5,2,1,72.46,9.43,0.23,123,0.11,357.87,683.21,55,68,12,47,Y
9,7,0,0,4,1,43.28,16.32,0.24,131,0.06,640.46,706.39,48,83,17,44,N
1,13,0,0,7,5,27.34,13.59,0.12,75,0.07,280.49,371.56,33,42,14,26,N
0,1,0,0,1,1,5.43,10,0.02,21,0.1,30.16,54.28,4,17,5,7,N
2,3,0,0,2,1,39.18,4.67,0.06,41,0.21,47.4,182.84,20,21,7,16,N
6,5,0,1,3,1,72.25,12.69,0.31,165,0.08,645.92,916.51,74,91,12,53,N
2,1,0,0,1,1,26.06,6.14,0.05,37,0.16,54.52,159.91,15,22,9,12,N
2,5,0,0,3,3,10.9,16.5,0.06,44,0.06,164.86,179.85,18,26,11,13,N
4,11,0,0,6,4,29.2,15.47,0.15,95,0.06,388.19,451.71,45,50,11,32,N
5,1,0,0,1,1,20.58,26.25,0.18,125,0.04,787.85,540.24,35,90,12,29,N
0,3,0,0,2,1,16.52,6.19,0.03,25,0.16,35.13,102.19,11,14,9,8,Y
7,13,0,9,7,1,67.52,22.3,0.5,251,0.04,1866.13,1506,114,137,18,66,N
2,3,0,1,2,1,12.89,9,0.04,29,0.11,58,116,14,15,9,15,N
6,13,1,0,7,3,33.07,18.75,0.21,115,0.05,645.95,620.12,50,65,18,41,Y
1,7,0,0,4,4,10.85,9,0.03,25,0.11,48.84,97.67,9,16,10,13,N
3,3,0,0,2,1,33.29,15,0.17,99,0.07,416.16,499.4,36,63,15,24,N
